id,created_at,text
756269579890937857,2016-07-21 23:28:13,A lines experiencing trip delays of 10-20 minutes due to vehicle damage near crossings. Details &amp; Updates at https://t.co/m695ErZg9q
756265626818273280,2016-07-21 23:12:30,"Downtown light rail stations have reopened. All D, F, and H lines are on regular routes. Please expect minor delays while we resume service."
756243883764256768,2016-07-21 21:46:06,"Routes 28, 32, 38, 43, 44 &amp; MallRide also impacted by closure at 16th &amp; Cali. Allow additional travel time in downtown area for PM commute."
756243518444613632,2016-07-21 21:44:39,Repair work by Xcel at 16th &amp; California continuing thru PM rush. Trains terminating at Convention Center. Updates: https://t.co/9SWchLlkH2
756114266919358465,2016-07-21 13:11:03,#MakeABLine on the B Line - opening in 4 days! Free rides on 7/25. See ya at Grand Opening! https://t.co/COW9Mz3abN https://t.co/KcSFFIiGMO
756092375122849792,2016-07-21 11:44:04,Light rail update: Xcel Energy is still working on gas leak near 16th &amp; California. Check rider alert here https://t.co/uZ8itRycNp
755920820132720641,2016-07-21 00:22:22,Repair work 16th/Cali causing D F &amp; H lines to terminate at Convention Center likely to continue overnight. Updates: https://t.co/9SWchLlkH2
755905641881870337,2016-07-20 23:22:03,5 days until B Line opens on 7/25! Don't miss the grand opening events on 7/25 &amp; 7/30. https://t.co/COW9Mz3abN https://t.co/ibLr5WKhR8
755898087898439681,2016-07-20 22:52:02,Milestone alert: Light rail train ran on R Line in Aurora during a systems test. https://t.co/bboKDAt1zB https://t.co/Y3fpxU2Kp2
755870942878846976,2016-07-20 21:04:10,"Buses 28, 32, 38, 43, 44 &amp; MallRide impacted by closure near 16th &amp; Cali. Allow additional travel time in downtown area for PM commute."
755870279306391555,2016-07-20 21:01:32,"F H &amp; D lines terminating at Conv Center thru PM rush due to downtown gas leak. Bus shuttles to 20th/Welton, updates https://t.co/uZ8itRycNp"
755860085591515137,2016-07-20 20:21:02,Pedestrian bridge at 41st &amp; Fox is open. Train station remains closed until the G Line opens https://t.co/wOwSULTU9t https://t.co/MCcIa3imXz
755838456924778496,2016-07-20 18:55:05,Meet the #dumbwaystodie gang at the B Line Grand Opening events 7/25 &amp; 7/30. Details at https://t.co/mR01MggUZQ https://t.co/Bl4yCW20cP
755800681970147328,2016-07-20 16:24:59,Please expect 10-15 min delays on A line service until approx 1:30p due to work at Havana. Updates:  https://t.co/m695ErZg9q @DENAirport
755740883807383552,2016-07-20 12:27:22,"Due to gas leak at 16th/Cal, north end of D Line runs between 30th/Dow &amp; 20th/Welton. There is a bus bridge between 20th/Welton &amp; Conv Cntr"
755739708118831104,2016-07-20 12:22:42,"H, F &amp; D Lines terminate at the Conv Cntr. due to gas leak at 16th/California. There's a bus bridge between Conv Cntr &amp; 20th/Welton."
755533690634051584,2016-07-19 22:44:03,The B Line to Westminster opens 7/25. LoDo to Westy in under 15 minutes. https://t.co/COW9Mz3abN #MakeABLine https://t.co/3skNABbBXs
755415576973934593,2016-07-19 14:54:43,CU A line update: All trains currently running at scheduled times. We apologize for any inconvenience during the delays. @DENAirport
755411387208257537,2016-07-19 14:38:04,"CU A line update: All trains running, east &amp; westbound, but with delays of up to 15 minutes. Please allow extra travel time. @DENAirport"
755388424501075968,2016-07-19 13:06:49,CU A Line is experiencing delays of 20-30 minutes. Please allow extra travel time during the next 2 hours. @DENAirport
755152679060410368,2016-07-18 21:30:03,"Apple Maps now uses RTD routes &amp; data for iPhones! Get directions, 3D views, real-time traffic info &amp; Rider Alerts https://t.co/RqMrz4njEU"
754479070440595456,2016-07-17 00:53:22,CU A-Line trains are departing on schedule. We appreciate your patience. @DENAirport
754463654423080960,2016-07-16 23:52:07,CU A-Line experiencing trip delays of up to 30 minutes both directions. Updates as available. @DENAirport
754167682405019649,2016-07-16 04:16:01,I-270 closed between Vasquez and I-76 for Skyway Bridge work until 6 a.m. Saturday: https://t.co/S1uhgsMAsk https://t.co/zS77OZNn7M
754080611174748160,2016-07-15 22:30:02,B Line opens in 10 days! We're celebrating on July 25 &amp; 30th! Come join us! Party details at https://t.co/COW9Mz3abN https://t.co/uWXTOQ1DNX
754069537725620225,2016-07-15 21:46:02,I-270 closes between Vasquez and I-76 for Skyway Bridge work 10pm tonight to 6am Saturday: https://t.co/S1uhgsMAsk https://t.co/7YXD29CoiN
754023994773221376,2016-07-15 18:45:04,Stumble says playing Pokémon Go around buses &amp; trains could be a dumb way to die. Be aware! https://t.co/9EefWJTTzg https://t.co/mXL7v0PSpj
753358105279279105,2016-07-13 22:39:03,Even Eevee knows to steer clear of buses! Stay alert &amp; be safe around buses &amp; trains when you're playing Pokémon Go. https://t.co/hdXRwfSzeA
753290905289830400,2016-07-13 18:12:01,Train testing begins on the entire G Line through Arvada and Wheat Ridge. What to expect: https://t.co/h3S9YnOaSt https://t.co/iDvIRgG4nZ
753212641921736704,2016-07-13 13:01:02,Stumble - making headphones &amp; train platforms a dumb way to die since 2012. Be safe around trains. #safetypledge https://t.co/Nb22q4Q5mG
751800597532192769,2016-07-09 15:30:04,RockiesRide gets you to the post-game fireworks tonight. Pickup locations &amp; schedules at https://t.co/ylewKagCM9 https://t.co/QH6DlQUtAe
751543898565062656,2016-07-08 22:30:03,B Line opens 7/25. @westminsterco to LoDo in under 15 minutes for $2.60! #MakeABLine https://t.co/COW9Mz3abN https://t.co/ho7JQbbFEY
751408014100312066,2016-07-08 13:30:05,Make a splash with us @WaterWorldCO on Sat 10a-2p.  Stop by &amp; get some fun summer B Line schwag! https://t.co/ynGrXbWaim
751257250551828480,2016-07-08 03:31:00,Iliff closed both directions between Abilene and Blackhawk in Aurora until 5:30 a.m. Friday Details: https://t.co/QE7tii7o5u #Traffic
751189303233880064,2016-07-07 23:01:00,Iliff Avenue closes between Abilene and Blackhawk in Aurora from 8:30 tonight until 5:30 a.m. Details: https://t.co/QE7tii7o5u #Traffic
751114319383801856,2016-07-07 18:03:03,We broke ground today for a state-of-the-art transit hub at Civic Center Station downtown. https://t.co/WCAEod0PeD https://t.co/RiEURVQ8Jy
751069514524028929,2016-07-07 15:05:01,Iliff Ave. closes between Abilene and Blackhawk in Aurora from 8:30 tonight until 5:30 a.m. Details: https://t.co/QE7tii7o5u #Traffic
750827933384658945,2016-07-06 23:05:03,B fast on the B Line! Westminster to LoDo in under 15 minutes! Opens 7/25. B informed at https://t.co/COW9Mz3abN https://t.co/mwjf0RxcF2
750819123404255233,2016-07-06 22:30:03,Final testing is underway on the B Line. See what to expect here: https://t.co/3Mdsk9gD0g https://t.co/bL5LULCHPt
750677435910230017,2016-07-06 13:07:02,"Get to know your ""Dumb"" friends - use this handy chart. Be smart around trains and buses. #safetypledge https://t.co/OhIh7RyRth"
750492390197039104,2016-07-06 00:51:43,Issue near Union Station resolved. Minor delays for next hour as A line trains resume scheduled service https://t.co/m695ErZg9q @DENAirport
750483193782865920,2016-07-06 00:15:11,Delays of up to 35 minutes on A lines EB &amp; WB. Please allow additional travel time to reach destinations @DENAirport https://t.co/m695ErZg9q
750456909333835777,2016-07-05 22:30:44,A line trains experiencing 10-15 min delays EB &amp; WB until further notice. Updates at https://t.co/m695ErZg9q @DENAirport
750456740756398080,2016-07-05 22:30:04,RockiesRide gets you to the post-game fireworks Sat 7/9.  Pickup locations &amp; schedules at https://t.co/ylewKagCM9 https://t.co/j3AUrDd3fw
750441635012419584,2016-07-05 21:30:02,Sable closed in Aurora between Alameda and Exposition beginning July 5 for about two weeks. https://t.co/J5r4Obv5Ho https://t.co/AjzF2BSjUy
750298196052549632,2016-07-05 12:00:04,Just a reminder--Civic Center Station is closed for renovations. Learn how your route will be impacted. https://t.co/WCAEod0PeD
750071697827459072,2016-07-04 21:00:03,"Be 'free' of traffic on the B Line, starting July 25th. Denver to Westminster in under 15 minutes. Find more info at https://t.co/COW9Mz3abN"
749950968096174090,2016-07-04 13:00:18,Today buses &amp; rail will operate on a Sunday/holiday schedule in observance of Independence Day. Happy 4th of July! Stay safe!
749655698074574848,2016-07-03 17:27:01,Tomorrow buses &amp; rail will operate on a Sunday/holiday schedule in observance of Independence Day. Happy 4th! Stay safe!
749633858971197441,2016-07-03 16:00:14,Headed to LoDo? FreeMALLRide re-routed along 15th &amp; 17th Sts for #meetinthestreet event. Learn more at https://t.co/6zbjnkcDGv
749603638960541697,2016-07-03 14:00:09,"Beginning today, Civic Center Station is closed for renovations.  Learn more about the project here: https://t.co/l7mcittmrP"
749252544019312641,2016-07-02 14:45:01,Headed to LoDo today? FreeMALLRide re-routed along 15th &amp; 17th Sts for #meetinthestreet event. Learn more at https://t.co/6zbjnkcDGv
748999679816249344,2016-07-01 22:00:14,Headed to LoDo this weekend? FreeMALLRide will be re-routed along 15th &amp; 17th Sts for #meetinthestreet event. https://t.co/6zbjnkcDGv
748931406466719744,2016-07-01 17:28:56,"Downtown D, F, H line update: all lines open as normal, please expect delays over the next 30 minutes as trains get back on schedule."
748930219159855104,2016-07-01 17:24:13,"Due to police activity at 14 &amp; California, D, F &amp; H lines are being diverted. Please see rider alert for details: https://t.co/uZ8itRycNp"
748909047479361538,2016-07-01 16:00:05,"On 7/3 Civic Center Station closes for renovations. If you're going downtown for the 4th, your route may be impacted https://t.co/WCAEod0PeD"
748877491943514112,2016-07-01 13:54:42,"CU A line is back to normal schedule, thank you for your patience. @DENAirport"
748861397711269889,2016-07-01 12:50:45,"CU A line trains are departing DIA &amp; Union Station on time, please expect slight delay as trains resume normal schedule over the next hour."
748855646301200385,2016-07-01 12:27:53,"CU A line is experiencing 15-20 minute delays due to operational issues, normal schedule is expected to resume at 8 AM. @DENAirport"
748583137857282048,2016-06-30 18:25:02,"The B Line to Westminster opens July 25th! Find fares, schedules and more at https://t.co/COW9Mz3abN https://t.co/z9OvFtzvht"
747977581236916225,2016-06-29 02:18:46,Maintenance at Quebec crossing is complete and CU A-Line trips are back on schedule. We appreciate your patience. @DENAirport
747963618239483904,2016-06-29 01:23:17,"Due to inclement weather, we are experiencing delays of up to 15 minutes on all light rail lines: C, D, E, F, H and W"
747944119591276546,2016-06-29 00:05:48,"CU A line is experiencing 10-15 minute delays due to maintenance at the Quebec Crossing, delays expected to last until 8 PM tonight."
747787900972982272,2016-06-28 13:45:03,The B Line opens July 25 and we have some before and after images for you to check out: https://t.co/TueTcjBNjc https://t.co/L31WguxLhW
747565424825425921,2016-06-27 23:01:01,"Stay off the tracks. Dropped your phone? Let it go. Phones can be replaced - you can't! Trains are fast, quiet &amp; slow to stop. #safetypledge"
747485648060194816,2016-06-27 17:44:00,"Find more ""be"" time on the B Line. Be less stressed with no traffic. Westminster to LoDo in less than 15 minutes. https://t.co/COW9Mz3abN"
746378156437757952,2016-06-24 16:23:14,"Light rail update: Power has been restored &amp; trains are moving. Please expect delays for E, F &amp; H lines over the next 30 minutes."
746370206482604032,2016-06-24 15:51:38,"Light rail power loss on the southeast stations,  E, F &amp; H lines are not running south of Broadway Station. Bus bridges are being setup."
746330799134277640,2016-06-24 13:15:03,Travel Westminster to LoDo in less than 15 mins for local fare of $2.60. B Line opens 7/25! https://t.co/COW9Mz3abN https://t.co/OsqOOuXYI0
745968414364049408,2016-06-23 13:15:04,"On 7/3, Civic Center Station will close for renovations.Learn how your route may be impacted https://t.co/zHg5frpQ6B https://t.co/Iv7JqPZ00L"
745598211201503233,2016-06-22 12:44:00,Ride on over to the RTD tent @ Union Station or Civic Center Park &amp; get your free #BiketoWorkDay t-shirt (limited supply!)
745422474435649536,2016-06-22 01:05:41,CU A line trains are running with minimal delays as trains get back to their normal schedules. Thank you for your patience. @DENAirport
745391097451417600,2016-06-21 23:01:00,"Stop by the RTD tent @ Union Station or Civic Center Park on #BiketoWorkDay tomorrow. On a bike? Get a t-shirt, while supplies last!"
745348250513727489,2016-06-21 20:10:45,CU A Line on 20-30 minute trip delays both directions due to signal issues. Updates will be sent as available. @DENAirport
745240103690199040,2016-06-21 13:01:01,B Fast on the B Line. It's Built for speed. Westminster to LoDo in less than 15 minutes. Opens July 25! https://t.co/COW9Mz3abN
745027199397298176,2016-06-20 22:55:00,Formas Tontas de Morir ... a new way to get that song stuck in your head! #dumbwaystodie in Español. https://t.co/pWCVNZos2G
744888788590092289,2016-06-20 13:45:01,#BiketoWorkDay is June 22. RTD will be @ Union Station &amp; Civic Center Park with grub &amp; gear. Bikes are welcome on most RTD vehicles.
744698354928488448,2016-06-20 01:08:18,CU A-Line has resumed regular schedule. We appreciate your patience.
744654616873230336,2016-06-19 22:14:30,"CU A line is experiencing a 10-15 minute delay for east &amp; westbound trains. Please allow extra travel time today, updates soon."
744224410748362752,2016-06-18 17:45:01,Come see us at the R-Line open house. We're at at the Iliff Station in Aurora with food &amp; info 'til 2:00 today. https://t.co/gDsFUdJgsL
744171412919721984,2016-06-18 14:14:25,Update: CU A Line is back on schedule. @DENAirport
744139239546200065,2016-06-18 12:06:34,CU A Line is on a 10-15 minute delay for the next 2 hours due to mechanical. We'll send updates as we get them. @DENAirport
743931237501272064,2016-06-17 22:20:03,"Join us for food, fun and info about the new R line in Aurora at our open house tomorrow. https://t.co/gDsFUdJgsL https://t.co/9n1YqEljL5"
743929431102611456,2016-06-17 22:12:52,"All downtown trains D, F, and H Lines are on a  5-10 minute delay due to an incident downtown. We should be back on schedule within the hour"
743928980420472832,2016-06-17 22:11:05,CU A Line is on a 15-30 minute delay for the next hour due to a mechanical problem on one of the trains.
743881947340931073,2016-06-17 19:04:11,"CU A line trains no longer running at restricted speeds, delays of 15-20 minutes over the next hour as we get back on schedule @DENAirport"
743850637771759616,2016-06-17 16:59:46,Please expect 15-20 minute delays for the CU A line both directions due to trains running at restricted speeds near Colorado Station.
743823403983921152,2016-06-17 15:11:33,"CU A line trains are moving at restricted speeds near Colorado Station due to signal issues, please expect 15-20 minute delays."
743794082401529861,2016-06-17 13:15:02,Dump the pump and Bike to Work on June 22. Join RTD @ Union Station &amp; Civic Center Park for morning goodies &amp; gear. https://t.co/MP1aaWfK9I
743782148730032128,2016-06-17 12:27:37,"CU A line trains are departing DIA &amp; Union Station on time, slight delays between station possible as we get back to normal schedule."
743765947882737664,2016-06-17 11:23:15,A line trains are experiencing a 30 minute delay due to issues at Chambers crossing. Please allow extra time as we get back on schedule.
743567589834579968,2016-06-16 22:15:02,Boost your commute with the B Line! Westminster to LoDo in under 15 mins! Opens July 25 https://t.co/COW9Mz3abN https://t.co/zkBnfSqTbB
743502911204790273,2016-06-16 17:58:02,"R-Line open house Saturday at Iliff Station. 10am-2pm. Food, fun and Aurora rail line info. https://t.co/gDsFUdJgsL https://t.co/DL6cDLlEWE"
743428168808181760,2016-06-16 13:01:02,Today is the 11th Annual Dump The Pump day! Share your pix of how you #dumpthepump and @RideRTD ! https://t.co/SKctQeF7AZ
743249031371984896,2016-06-16 01:09:12,"CU A line trains are running at full service, please expect delays as trains get back to their scheduled times. Bus bridge is ending."
743236970952818688,2016-06-16 00:21:17,Bus bridges are being set up to service A line stations due to mechanical issues on the track. Trains are running with 30-45 minute delay.
743233705016070144,2016-06-16 00:08:18,30-45 minute delays possible for the A line as trains get back on schedule. Please allow extra travel time.
743222811213201408,2016-06-15 23:25:01,"A line update: Stuck train is cleared, please expect 15-20 minute delays while trains get back on schedule."
743220911755558913,2016-06-15 23:17:28,A line train car has lost power at 38th &amp; Colorado. All other A line trains running with slight delays.
743215266851622912,2016-06-15 22:55:02,Meet Numpty at our Info Event on 6/18. We'll be at Iliff Station - Harvard &amp; Blackhawk - from 10-2. #safetypledge https://t.co/0sWNAeMSVj
743194624747937792,2016-06-15 21:33:01,#BiketoWorkDay is June 22. Join RTD @ Union Station &amp; Civic Center Park for morning goodies &amp; gear. Bikes are welcome on most RTD vehicles.
743137258098692097,2016-06-15 17:45:03,"R-Line open house Sat., June 18. Food, fun and info about the new rail line in Aurora. https://t.co/gDsFUdJgsL https://t.co/LzcDU8NhoJ"
742571310375538689,2016-06-14 04:16:11,CU A-Line has resumed full service between Union Station and DIA.
742556349028925440,2016-06-14 03:16:44,CU A-Line Update: Test train running between 40th/Airport and DIA. We expect to resume regular service within the next 30 minutes.
742539942513889280,2016-06-14 02:11:32,CU A-Line power restored between DUS and 40th/Airport. Bus bridge in place between 40th/Airport and DIA.
742534486466822144,2016-06-14 01:49:51,"Due to a lightning strike, all trains on the CU A-Line are stopped. Updates as available."
742523214681628672,2016-06-14 01:05:04,H Line on 15-30 minute delays both direction due to a mechanical problem. Bus shuttles will be in place between Dayton and 9 Mile
742065075448512512,2016-06-12 18:44:35,Update: CU A Line trains are now departing Union Station and DEN on schedule. @DENAirport
742051996010614784,2016-06-12 17:52:37,CU A Line experiencing 15-20 minute delays due to fire alarm at the command center. Had to stop trains for safety reasons. @DENAirport
741392332294000640,2016-06-10 22:11:21,Update on C &amp; D Line delays. Trains are moving now. Expect additional delays for the next hour as we get the trains back on schedule.
741350642665414660,2016-06-10 19:25:41,Update: C &amp; D lines on 10-15 min delays both directions due to wire damage btwn Littleton/MIneral. Train shuttle in place btwn both stations
741344817632837632,2016-06-10 19:02:32,C &amp; D lines on 10-15 minute delays both directions due to wire damage between Littleton &amp; MIneral. Will send updates as we get them.
741257368437030913,2016-06-10 13:15:03,Have you taken the pledge to be safe around buses &amp; trains? Stay alert &amp; stay alive. https://t.co/81MTIp15aA https://t.co/4Zy6AnJads
741051129706905601,2016-06-09 23:35:32,E and F lines northbound will experience 10 to 15 minute delays for the next half hour.
741023064872214529,2016-06-09 21:44:00,Starting 7/3 Civic Center Station closes for construction for approx. 12 mo. Bus service will be rerouted. More info https://t.co/WCAEod0PeD
740907937770528769,2016-06-09 14:06:32,A Line Update:  Trains are back on schedule.
740897594793025539,2016-06-09 13:25:26,A Line Update: Signal issues have been resolved. Expect additional minor delays as we get trains back to their normal schedule. @DENAirport
740877512788443136,2016-06-09 12:05:38,A Line on 15 minute delays for the next hour due to minor issues w/ Positive Train Control switch &amp; Wayside signals. Will update as needed.
739192676235378688,2016-06-04 20:30:42,The CU A-Line has returned to regularly scheduled service. Crossing issues resolved. We appreciate your patience! @DENAirport
739143676673200128,2016-06-04 17:15:59,CU A-Line experiencing 10-15 minute delays in both directions due to crossing issues. Updates as available @DENAirport
738826353684840450,2016-06-03 20:15:04,Become featured in a new mural along the G Line! Community members are welcome to sign up at https://t.co/pnnH4y5t0p https://t.co/h5ySBnldZs
737878498832945152,2016-06-01 05:28:37,"Incident at Quebec &amp; Ulster resolved. EB/WB A line trains are moving, please expect delays while service resumes. https://t.co/m695EsgRy0"
737869827776319488,2016-06-01 04:54:10,Delays on all A line trains due to incident at Quebec &amp; Ulster. Crews on site working to restore service. Updates at https://t.co/m695EsgRy0
737271095544270848,2016-05-30 13:15:01,RTD buses &amp; trains are operating on a Sunday/Holiday schedule today in observance of Memorial Day. See schedules at https://t.co/TvhQiPjlvW
737252228784783360,2016-05-30 12:00:03,Running shoes - check. Now - how to get there?! Take RunRide to the BolderBoulder! See schedules at https://t.co/A5zbQ4PsoZ #boldnation
737010630666772480,2016-05-29 20:00:02,"RTD buses &amp; trains will operate on a Sunday/Holiday schedule on Memorial Day, Monday, May 30th. See schedules at https://t.co/TvhQiPjlvW"
736952744905342976,2016-05-29 16:10:00,Less than 24hrs 'til the BolderBoulder! Take RunRide to America's All-Time Best 10K. See schedules at https://t.co/A5zbQ4PsoZ #boldnation
736605708158787584,2016-05-28 17:11:00,Are you ready for the BolderBoulder? Take RunRide to America's All-Time Best 10K. See schedules at https://t.co/A5zbQ4PsoZ #boldnation
736587851207344130,2016-05-28 16:00:03,"RTD buses &amp; trains will operate on a Sunday/Holiday schedule on Memorial Day, Mon May 30th. Check schedules at https://t.co/TvhQiPjlvW"
736210397267558402,2016-05-27 15:00:11,Are you prepping for the BolderBoulder? Take RunRide to America's All-Time Best 10K. See schedules at https://t.co/A5zbQ4PsoZ #boldnation
736187713666224128,2016-05-27 13:30:03,"RTD buses &amp; trains will operate on a Sunday/Holiday schedule on Memorial Day, Monday, May 30th. Check schedules at https://t.co/TvhQiPjlvW"
735644479261020160,2016-05-26 01:31:26,"Boarding locations at 38th/Blake, 40th/Colorado, Central Park Station during tonight's maintenance have been updated https://t.co/m695ErZg9q"
735608265573208064,2016-05-25 23:07:32,"Scheduled maintenance tonight at 38th &amp; Blake, 40th &amp; Colorado, Central Park Stations, boarding on Platform 2. Info: https://t.co/m695ErZg9q"
735470462193524736,2016-05-25 13:59:57,"E, F, H lines are running. Bus shuttles will stop at 8:00am. Expect delays for the next 60 - 90 minutes as we get trains back on schedule."
735443733026459649,2016-05-25 12:13:44,"Update on E,F,H Lines. E,F running from Lincoln/Colo. Bus shuttles in place from Colo/Bdwy. H Line not running. Buses are from 9Mile/Bdwy"
735440933148196866,2016-05-25 12:02:36,"Update E,F,H Lines are shut down due to investigation of earlier accident. Bus shuttles back in place."
735428514732593154,2016-05-25 11:13:16,"Update on E,F,H Lines. Bus shuttles are being cancelled. Trains are running but will be on 30-45 minute delays."
735423577160187905,2016-05-25 10:53:38,"E,F,H lines not in service due to an accident. Bus shuttles are running between Lincoln/Bdwy, &amp; 9Mile/Bdwy."
735335203401543680,2016-05-25 05:02:29,CU A-Line has returned to full service. We appreciate your patience. @DENAirport
735333303952281600,2016-05-25 04:54:56,Service on D-Line to 30th/Downing Station has resumed. Xcel Energy completed fix to gas line leak.
735276720681455616,2016-05-25 01:10:05,Bus shuttles continue for D line 18th/Stout to 30th/Downing due to Welton closure &amp; A line 40th/Airport to @DENAirport until further notice
735257965389746176,2016-05-24 23:55:34,All D line trains ending at 18th/California due to Fire Dept activity on Welton. Catch bus shuttles on 18th &amp; Stout to 30th/Downing Station
735252829560922113,2016-05-24 23:35:09,A line service has resumed Union Station to 40th/Airport. Bus shuttles between 40th/Airport &amp; @DENAirport Updates at https://t.co/m695ErZg9q
735236304296808448,2016-05-24 22:29:29,Bus shuttles to @DENAirport are picking up at Union Station on Wewatta at 17th &amp; at all other stations along the A line until further notice
735219113463668736,2016-05-24 21:21:11,"Due to a power loss along the A line, bus shuttles are in place at all A line stations until further notice @DENAirport"
734911987277139968,2016-05-24 01:00:46,University of Colorado A Line experiencing 5-10 minute delays due to signal communication. Crew is on it.
734866685287485440,2016-05-23 22:00:45,"Due to scheduled maintenance, board all A Trains on Track 2 @ 38/Blake, 40/Colo, Central Park stations on May 23, 11:50pm to 4:15am tomorrow"
734859703948189696,2016-05-23 21:33:01,Attend a public meeting for August service changes on May 24th and share your thoughts. Learn more https://t.co/1Z6kcMQVb6
734701176847884288,2016-05-23 11:03:05,Power along the A Line has been restored. Service is being restored. Please expect delays.
734695801981566976,2016-05-23 10:41:43,A Line is currently down due to power failure. Crew is working on restoring it. Will update with developments.
734441009933877248,2016-05-22 17:49:16,Crossing issues have been resolved and the CU A-Line is operating on schedule. We appreciate your patience. @DENAirport
734402866299817984,2016-05-22 15:17:42,The CU A-Line is experiencing 10-15 minute delays in both directions due to crossing issues. Updates as available. @DENAirport
734399671641112576,2016-05-22 15:05:00,Today - no light rail service north of the I-25 &amp; Broadway Station through 3am May 23. Bus shuttles will run https://t.co/cnE3SnL1tG
734104826598936579,2016-05-21 19:33:24,Power has been fully restored along the CU A-Line. @DENAirport
734102257126412288,2016-05-21 19:23:11,Power has been restored on one CU A-Line track at this time. Work continues on second track.
734095799546568704,2016-05-21 18:57:32,"Due to power loss along the A line, bus shuttles in place at stations from @DENAirport to 38th &amp; Blake. Updates at https://t.co/m695ErZg9q"
734036030832021505,2016-05-21 15:00:02,Today - no light rail service north of the I-25 &amp; Broadway Station through May 23. Bus shuttles running - more at https://t.co/cnE3SnL1tG
733790540232196096,2016-05-20 22:44:32,"Due to work at York &amp; Clayton, please expect 15-20 min delays on A line until further notice. Updates: https://t.co/m695ErZg9q @DENAirport"
733635890124185600,2016-05-20 12:30:01,Today - no light rail service north of the I-25 &amp; Broadway Station through May 23. Bus shuttles will run https://t.co/cnE3SnL1tG
733409399193010176,2016-05-19 21:30:01,"Scheduled maintenance on the A line tonight from 8:00p-4:00a will cause 5-15 min delays, details at https://t.co/m695ErZg9q @DENAirport"
733361754130894848,2016-05-19 18:20:42,"Please expect 10-15 minute delays on the A line right now due to work at Monaco crossing, updates at https://t.co/m695ErZg9q @DENAirport"
733281057278025728,2016-05-19 13:00:02,"Starting tomorrow, no light rail service north of the I-25 &amp; Broadway Station May 20-23. Bus shuttles will run https://t.co/cnE3SnL1tG"
733065631151493121,2016-05-18 22:44:00,"Due to repair work, no light rail service north of the I-25 &amp; Broadway Station May 20-23. Bus shuttles will run https://t.co/cnE3SnL1tG"
733048267030683648,2016-05-18 21:35:00,"Scheduled maintenance on the A line tonight &amp; tomorrow night from 8p-4a will cause 5-15 min delays, info https://t.co/m695ErZg9q @DENAirport"
732736757297340416,2016-05-18 00:57:11,"The A line will have 10-15 min delays tonight from 8pm-4am due to scheduled maintenance, info at https://t.co/m695ErZg9q @DENAirport"
732663198076141568,2016-05-17 20:04:53,2:18pm Northbound E Line departing Lincoln Station will not run due to a mechanical issue.
732567602531176448,2016-05-17 13:45:01,"Attend a public meeting for August service changes on May 19, 20 or 24th and share your thoughts. Learn more https://t.co/1Z6kcMQVb6"
732437229541429250,2016-05-17 05:06:58,A-Line service is resuming. We have buses en-route to DIA and 38th &amp; Blake to help with volume. We do apologize for the inconvenience.
732409623538372608,2016-05-17 03:17:16,Expect 10-15 minute delays until 2AM Tuesday on the A Line for track maintenance. Updates at https://t.co/9SWchLlkH2 @DENAirport
731877049523048449,2016-05-15 16:01:00,Emergency preparedness EXERCISE underway until 12pm today for B and G commuter rail lines. 60th Ave. near I-76. https://t.co/8BODkrcKSs
731846606903877633,2016-05-15 14:00:02,Emergency preparedness DRILL underway until noon today for B and G lines. Exercise happening at 60th Ave. near I-76. https://t.co/8BODkrcKSs
731529763232219136,2016-05-14 17:01:01,Emergency preparedness DRILL tomorrow 8am-12pm for new B and G commuter rail lines. 60th Ave. near I-76. https://t.co/8BODkrcKSs
731242871924391936,2016-05-13 22:01:01,"Emergency preparedness DRILL this Sunday, May 15 8am-12pm for new B and G commuter rail lines. 60th Ave. near I-76. https://t.co/8BODkqVa0U"
731197577152974853,2016-05-13 19:01:02,FasPhoto Friday: RTD Color Guard members at Southeast Rail Extension groundbreaking Tuesday. https://t.co/shW233u9KE https://t.co/3sX1V0OycM
730883768911716352,2016-05-12 22:14:04,All A line trains are now back on schedule
730876493648121856,2016-05-12 21:45:09,"Due to a blockage of Chambers crossing, all A line trains are experiencing 10-15 minute delays. Updates at https://t.co/m695ErZg9q"
730563171396653056,2016-05-12 01:00:07,We will be performing website maintenance tonight at 9:15 pm through 3 am. We apologize for any inconvenience this may cause.
730385727045943297,2016-05-11 13:15:01,We will be performing website maintenance tonight at 9:15pm through 3am. We apologize for any inconvenience this may cause.
730189433446772736,2016-05-11 00:15:01,We broke ground on the SE Rail Extension. Work on the light rail project starts Monday! https://t.co/shW233LL9e https://t.co/eZBupyI8F3
730174332173832192,2016-05-10 23:15:01,"Share your feedback about August service changes at a public meeting on May 19, 20 or 24th. Learn more  https://t.co/1Z6kcMQVb6"
730120227896233984,2016-05-10 19:40:01,We officially broke ground on the Southeast Rail Extension project today. Work starts May 16 https://t.co/shW233u9KE https://t.co/q6zmLM2Lhh
728577561840656384,2016-05-06 13:30:01,"Share your thoughts on August service changes at a public meeting on May 19, 20 or 24th. Learn more  https://t.co/1Z6kcMQVb6"
728343549062709249,2016-05-05 22:00:08,"We are excited to announce that rail service on the B Line from Union Station to Westminster begins July 25, 2016! https://t.co/sRmZiWsTyU"
727885755352154113,2016-05-04 15:41:02,Flatiron Flyer buses can now drive on the shoulder on US 36 when traffic is bad. Learn more: https://t.co/gkviOJjnHY https://t.co/PfBKGJmCZw
727630067849793536,2016-05-03 22:45:01,"We want your input for August service changes. Attend a public meeting on May 19, 20 or 24th. Learn more at https://t.co/1Z6kcMQVb6"
